dataset,country_code,country,year,variable,value,source
exports_by_hs_section,VNM,Vietnam,2018,Wood Products,3652734879.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Animal Hides,4971506486.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Animal Products,6135942008.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Animal and Vegetable Bi-Products,215295414.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Arts and Antiques,8651100.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Chemical Products,4965476291.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Foodstuffs,6221683593.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Footwear and Headwear,25363385087.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Instruments,5770420678.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Machines,145528346643.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Metals,11606570017.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Mineral Products,6196723668.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Miscellaneous,14666021295.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Paper Goods,1555326235.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Plastics and Rubbers,9660751591.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Precious Metals,2120111249.0000002,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Stone And Glass,2193371018.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Textiles,43276017706.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Transportation,4374307915.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Vegetable Products,13106773329.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Weapons,372503.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2019,Wood Products,4247099967.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Animal Hides,4069447998.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Animal Products,5364602893.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Animal and Vegetable Bi-Products,247644660.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Arts and Antiques,7235087.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Chemical Products,5123607960.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Foodstuffs,6665246586.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Footwear and Headwear,22368968508.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Instruments,5090558131.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Machines,163221551599.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Metals,12478859301.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Mineral Products,5603149005.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Miscellaneous,18839765560.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Paper Goods,1915539323.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Plastics and Rubbers,10473283185.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Precious Metals,6206038810.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Stone And Glass,2347602346.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Textiles,41069152522.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Transportation,4795297834.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Vegetable Products,13455280209.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Weapons,389351.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2020,Wood Products,4276816818.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Animal Hides,4326521937.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Animal Products,5876952346.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Animal and Vegetable Bi-Products,397605060.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Arts and Antiques,6442849.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Chemical Products,6900919497.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Foodstuffs,7439940918.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Footwear and Headwear,24411068911.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Instruments,6223506331.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Machines,200598751186.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Metals,20274953367.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Mineral Products,6765867494.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Miscellaneous,22827405484.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Paper Goods,2146607586.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Plastics and Rubbers,14686496833.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Precious Metals,703520985.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Stone And Glass,3122205480.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Textiles,45775056822.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Transportation,5707109252.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Vegetable Products,13616742502.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Weapons,878591.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2021,Wood Products,5590413418.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Animal Hides,5515543265.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Animal Products,8037383838.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Animal and Vegetable Bi-Products,630249290.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Arts and Antiques,7028765.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Chemical Products,8505401907.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Foodstuffs,8828995295.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Footwear and Headwear,33035592389.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Instruments,5564281968.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Machines,214784560029.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Metals,20980304589.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Mineral Products,7317001138.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Miscellaneous,26326169795.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Paper Goods,2583655090.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Plastics and Rubbers,16784653192.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Precious Metals,1171141975.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Stone And Glass,3174379068.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Textiles,53324754515.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Transportation,7176831829.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Vegetable Products,15508161598.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Weapons,1018179.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2022,Wood Products,7347130916.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Animal Hides,5262098179.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Animal Products,5981525136.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Animal and Vegetable Bi-Products,584815567.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Arts and Antiques,13420675.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Chemical Products,7292724673.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Foodstuffs,8731232424.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Footwear and Headwear,31007616308.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Instruments,6315555820.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Machines,218613041975.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Metals,19115299607.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Mineral Products,6691875127.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Miscellaneous,21496260301.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Paper Goods,2807458617.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Plastics and Rubbers,14930558027.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Precious Metals,1123820200.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Stone And Glass,2582141216.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Textiles,47439837234.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Transportation,7224410460.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Vegetable Products,18516258724.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Weapons,1328128.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
exports_by_hs_section,VNM,Vietnam,2023,Wood Products,6202282223.0,"OEC/BACI HS6 REV. 1992, derived from international merchandise trade data"
world_bank_indicator,VNM,Viet Nam,2010,BX.KLT.DINV.CD.WD,8000000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2010,LP.LPI.OVRL.XQ,2.96,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2010,NV.IND.MANF.ZS,17.1305705708367,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2010,NY.GDP.MKTP.CD,147201173196.979,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2011,BX.KLT.DINV.CD.WD,7430000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2011,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2011,NV.IND.MANF.ZS,18.694145538196,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2011,NY.GDP.MKTP.CD,172595049183.925,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2012,BX.KLT.DINV.CD.WD,8368000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2012,LP.LPI.OVRL.XQ,3,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2012,NV.IND.MANF.ZS,20.2740924828827,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2012,NY.GDP.MKTP.CD,195590661129.249,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2013,BX.KLT.DINV.CD.WD,8900000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2013,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2013,NV.IND.MANF.ZS,20.6874536915425,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2013,NY.GDP.MKTP.CD,213708811665.34,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2014,BX.KLT.DINV.CD.WD,9200000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2014,LP.LPI.OVRL.XQ,3.154763,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2014,NV.IND.MANF.ZS,20.371229229791,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2014,NY.GDP.MKTP.CD,233451469642.519,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2015,BX.KLT.DINV.CD.WD,11800000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2015,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2015,NV.IND.MANF.ZS,20.9600916821922,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2015,NY.GDP.MKTP.CD,239258328381.741,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2016,BX.KLT.DINV.CD.WD,12600000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Vietnam,2016,IC.BUS.EASE.DFRN.XQ.DB1719,65.28861,Global: Ease of doing business score (DB17-20 methodology)
world_bank_indicator,VNM,Vietnam,2016,IC.BUS.EASE.XQ,,Rank: Ease of doing business index (1=most business-friendly regulations)
world_bank_indicator,VNM,Viet Nam,2016,LP.LPI.OVRL.XQ,2.976629,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2016,NV.IND.MANF.ZS,21.4882532002034,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2016,NY.GDP.MKTP.CD,257096001177.982,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2017,BX.KLT.DINV.CD.WD,14100000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Vietnam,2017,IC.BUS.EASE.DFRN.XQ.DB1719,66.9796,Global: Ease of doing business score (DB17-20 methodology)
world_bank_indicator,VNM,Vietnam,2017,IC.BUS.EASE.XQ,,Rank: Ease of doing business index (1=most business-friendly regulations)
world_bank_indicator,VNM,Viet Nam,2017,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2017,NV.IND.MANF.ZS,22.6271239749306,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2017,NY.GDP.MKTP.CD,281353605986.903,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2018,BX.KLT.DINV.CD.WD,15500000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Vietnam,2018,IC.BUS.EASE.DFRN.XQ.DB1719,68.56869,Global: Ease of doing business score (DB17-20 methodology)
world_bank_indicator,VNM,Vietnam,2018,IC.BUS.EASE.XQ,,Rank: Ease of doing business index (1=most business-friendly regulations)
world_bank_indicator,VNM,Viet Nam,2018,LP.LPI.OVRL.XQ,3.27,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2018,NV.IND.MANF.ZS,23.3671679233065,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2018,NY.GDP.MKTP.CD,310106478394.659,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2019,BX.KLT.DINV.CD.WD,16120000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Vietnam,2019,IC.BUS.EASE.DFRN.XQ.DB1719,69.76594,Global: Ease of doing business score (DB17-20 methodology)
world_bank_indicator,VNM,Vietnam,2019,IC.BUS.EASE.XQ,70,Rank: Ease of doing business index (1=most business-friendly regulations)
world_bank_indicator,VNM,Viet Nam,2019,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2019,NV.IND.MANF.ZS,23.7867165015145,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2019,NY.GDP.MKTP.CD,334365270496.667,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2020,BX.KLT.DINV.CD.WD,15800000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2020,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2020,NV.IND.MANF.ZS,23.9472430412931,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2020,NY.GDP.MKTP.CD,346615738537.796,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2021,BX.KLT.DINV.CD.WD,15660000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2021,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2021,NV.IND.MANF.ZS,24.4593726835115,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2021,NY.GDP.MKTP.CD,366474752771.009,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2022,BX.KLT.DINV.CD.WD,17900000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2022,LP.LPI.OVRL.XQ,3.3,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2022,NV.IND.MANF.ZS,24.7772286923041,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2022,NY.GDP.MKTP.CD,413445230668.578,GDP (current US$)
world_bank_indicator,VNM,Viet Nam,2023,BX.KLT.DINV.CD.WD,18500000000,"Foreign direct investment, net inflows (BoP, current US$)"
world_bank_indicator,VNM,Viet Nam,2023,LP.LPI.OVRL.XQ,,Logistics performance index: Overall (1=low to 5=high)
world_bank_indicator,VNM,Viet Nam,2023,NV.IND.MANF.ZS,24.179672453009,"Manufacturing, value added (% of GDP)"
world_bank_indicator,VNM,Viet Nam,2023,NY.GDP.MKTP.CD,433857681378.291,GDP (current US$)
